rainfall_24h_mm,rainfall_7d_mm,slope_deg,landslide
27.9,197.39,13.73,1
10.47,41.25,24.61,0
27.64,158.55,29.38,0
5.09,138.19,20.33,0
10.72,59.04,45.53,0
25.99,77.14,17.99,0
22.58,158.41,16.22,0
25.82,75.89,14.2,0
49.04,299.04,20.25,1
68.55,159.05,3.08,0
38.29,312.73,20.82,1
71.1,312.53,25.47,1
23.01,137.83,26.39,0
77.85,216.34,12.18,1
38.75,254.54,26.1,0
64.47,125.74,25.8,1
23.41,119.07,26.12,1
37.43,308.02,36.74,1
129.22,331.0,11.85,1
37.22,143.52,20.47,1
68.13,207.33,7.12,0
74.06,154.77,34.9,1
54.56,155.36,13.07,1
61.57,229.54,39.83,1
23.47,124.48,40.58,0
17.43,200.83,21.66,1
14.22,64.32,21.0,0
47.37,214.23,9.18,0
36.4,102.43,24.16,1
45.0,157.88,36.57,1
12.07,89.7,27.96,1
19.92,187.03,48.49,1
66.82,120.53,19.08,0
40.8,225.45,19.07,1
38.97,161.71,13.64,1
29.65,136.76,55.0,1
18.39,102.78,9.12,0
79.63,174.24,35.14,1
88.77,327.2,36.98,1
37.57,120.87,36.12,1
32.1,271.51,14.37,1
93.18,375.8,10.24,1
20.42,126.07,21.65,1
24.72,69.68,32.42,1
64.65,271.64,16.4,1
24.38,230.07,19.91,0
35.96,277.3,16.58,1
3.9,121.63,25.1,0
90.21,237.55,24.17,1
60.89,154.77,53.16,1
75.89,167.28,32.81,1
16.06,159.06,10.59,0
103.54,320.43,11.16,1
33.46,224.19,35.48,1
80.43,206.38,24.03,1
46.44,273.43,55.0,1
62.88,117.48,55.0,1
49.07,459.9,13.6,1
24.22,82.8,28.2,0
7.85,127.8,11.25,0
84.69,226.4,35.16,1
1.96,146.81,55.0,1
67.79,282.34,26.03,1
84.61,157.01,18.69,0
10.06,160.48,29.82,0
25.36,207.4,39.15,1
8.93,240.68,39.29,1
21.31,126.26,18.81,0
75.04,209.28,16.15,0
62.37,186.18,27.35,1
56.6,233.71,19.56,1
25.5,203.28,45.54,1
2.32,104.68,19.42,0
11.56,133.98,24.97,0
29.64,157.41,29.41,1
14.13,79.16,9.35,0
68.3,223.5,16.99,1
105.73,257.51,55.0,1
46.17,111.64,38.25,1
9.93,171.04,19.27,0
86.81,529.91,35.24,1
38.99,116.67,45.13,1
35.08,100.11,21.07,1
53.26,234.01,37.26,1
12.05,114.03,34.42,0
25.85,240.78,11.38,1
33.23,152.28,21.13,1
43.28,130.71,53.92,1
46.59,164.51,55.0,1
53.19,230.94,38.42,1
21.81,196.16,16.65,1
6.26,56.96,4.81,0
29.41,206.86,15.29,1
32.4,162.33,10.38,1
5.94,142.12,55.0,1
20.8,176.06,6.99,0
40.38,104.64,11.58,0
23.66,72.97,27.04,0
39.16,91.03,23.93,1
22.81,230.41,52.48,1
56.04,262.69,33.26,1
15.19,38.8,22.04,1
35.42,157.69,45.99,1
36.76,129.05,18.94,0
66.46,136.01,54.79,1
26.99,257.24,14.03,1
104.73,360.36,2.64,1
102.06,242.01,23.43,1
16.12,105.06,5.41,0
34.62,133.41,39.51,1
10.98,73.24,26.18,0
50.24,148.07,54.87,0
23.39,98.74,20.69,0
38.59,285.02,9.25,1
28.79,66.51,30.93,0
183.05,377.66,17.3,1
31.51,103.75,36.45,1
29.35,205.92,14.21,0
69.53,184.54,49.62,1
76.55,272.86,24.96,1
42.91,96.45,22.09,0
78.03,164.53,47.84,1
163.23,265.65,39.83,1
27.57,156.75,15.46,0
12.3,140.36,39.2,1
47.44,109.32,34.87,1
73.04,124.06,22.82,1
99.05,205.25,37.49,1
53.83,173.47,49.5,1
36.1,138.87,23.21,1
18.34,55.99,23.26,0
84.93,207.59,22.53,1
44.59,204.38,15.08,1
6.44,146.25,23.07,0
129.02,241.61,21.61,1
13.04,146.45,20.88,0
74.0,151.09,20.69,1
41.9,272.28,11.56,1
7.01,98.21,42.01,1
32.93,195.54,16.98,0
27.64,299.19,51.01,1
8.92,118.89,13.21,0
50.15,251.21,55.0,1
66.89,156.84,19.5,1
34.74,236.8,39.46,1
27.04,273.74,26.04,1
52.95,126.27,10.53,1
1.27,191.48,10.91,0
24.59,301.66,16.12,1
26.14,172.19,18.84,0
35.62,257.71,23.64,1
8.34,258.12,29.25,1
4.57,210.05,21.88,0
14.26,92.51,28.37,0
49.58,206.92,31.0,1
25.77,194.05,21.31,1
14.18,48.35,34.55,1
115.85,231.11,38.84,1
27.02,160.87,31.44,1
35.78,197.19,32.44,1
84.05,149.99,26.97,1
39.87,149.82,44.01,1
52.57,192.37,23.95,1
17.54,114.38,16.3,0
37.29,70.88,24.36,1
106.11,342.41,10.66,1
47.82,378.75,9.82,1
42.87,193.36,38.94,1
29.25,181.33,51.46,1
10.82,131.08,19.86,0
77.92,129.4,39.14,1
33.62,74.4,7.26,0
19.84,35.17,6.39,0
9.67,236.03,44.68,1
44.53,355.7,31.5,1
12.62,171.44,24.01,0
78.4,174.51,55.0,1
20.88,130.8,22.1,1
37.93,209.72,12.59,1
47.13,267.01,8.92,1
43.21,164.78,24.35,1
67.04,168.23,26.94,1
22.59,87.84,21.33,0
35.98,125.58,39.62,1
54.66,220.6,48.48,1
99.29,244.3,19.73,1
63.72,201.8,7.25,1
72.26,139.11,28.46,1
27.59,134.18,44.49,1
47.8,239.44,19.78,1
89.7,354.76,32.44,1
34.6,220.89,12.01,1
48.01,267.42,28.08,1
7.47,41.77,32.76,0
58.5,298.95,28.52,1
42.53,200.1,55.0,1
55.76,194.62,51.13,1
28.13,175.11,35.69,1
5.62,299.29,42.24,1
60.48,154.27,27.97,1
19.69,166.76,23.41,0
8.41,122.74,18.55,0
40.36,109.64,11.84,0
108.01,153.26,52.4,1
17.16,85.71,55.0,1
20.39,100.45,24.69,0
62.64,180.01,24.93,1
30.29,249.7,33.52,1
60.33,129.01,22.16,1
29.0,108.16,12.82,0
25.37,315.64,10.45,0
17.93,113.57,55.0,1
45.36,130.68,7.99,0
17.83,105.18,29.13,1
24.11,156.64,8.72,0
77.53,195.7,22.8,1
139.52,221.07,19.67,1
49.65,148.62,9.7,1
79.62,274.6,34.16,1
26.57,169.19,12.26,0
29.56,280.86,8.85,0
41.8,147.01,36.24,1
19.95,214.52,19.72,0
25.07,223.45,15.22,1
58.88,137.34,37.46,1
36.63,190.09,11.86,0
32.09,159.23,7.39,0
30.87,66.64,46.73,1
14.37,61.33,55.0,0
40.64,176.09,22.45,1
19.96,57.92,2.44,0
7.39,39.28,22.28,0
12.52,137.88,38.64,1
31.33,53.27,44.21,1
55.5,117.28,12.73,1
66.14,191.17,20.3,1
9.78,122.55,27.86,1
51.61,164.34,37.42,1
112.41,282.5,35.27,1
68.48,279.21,32.21,1
39.47,262.32,44.15,1
41.94,346.41,23.39,1
38.62,62.72,52.66,1
23.59,98.6,17.32,0
70.79,129.86,35.57,1
15.54,325.38,18.84,0
41.04,167.66,22.64,0
7.24,123.38,24.73,0
75.3,167.58,18.22,1
39.81,129.03,45.19,1
9.05,97.93,19.39,0
92.97,186.65,24.01,1
33.22,121.24,33.31,1
11.27,281.0,55.0,1
119.15,487.12,33.98,1
29.06,384.74,25.22,1
18.2,52.83,6.52,0
42.56,123.42,22.29,0
12.61,32.76,16.32,0
23.59,52.23,20.14,0
85.69,448.6,18.61,1
29.63,180.42,33.12,1
49.44,241.05,22.02,1
88.33,198.9,14.02,1
28.89,145.34,39.52,1
17.52,253.84,11.07,0
56.24,182.12,24.57,1
10.83,139.85,22.39,0
15.83,198.23,29.6,0
8.8,178.76,44.4,0
84.04,207.33,55.0,1
37.57,128.41,25.21,0
57.76,144.32,16.16,0
16.79,241.59,15.23,0
48.02,178.71,15.19,1
49.25,123.19,29.0,1
118.75,322.79,5.48,1
54.28,176.2,10.64,1
66.03,99.66,29.02,1
39.85,116.68,40.6,1
1.62,123.78,40.73,0
44.93,84.38,25.89,0
31.16,177.63,37.78,1
29.96,191.5,44.82,1
24.49,239.1,19.22,1
29.96,167.89,42.36,1
20.76,100.37,8.37,0
61.69,96.17,10.44,1
14.54,47.84,19.9,0
108.43,217.43,7.64,1
58.05,166.99,33.42,1
73.41,111.77,17.55,1
15.55,159.82,22.52,1
23.08,114.83,23.01,0
38.67,101.53,19.61,0
35.88,87.41,15.13,0
58.15,329.28,32.54,1
35.99,66.41,17.33,0
112.34,425.52,22.83,1
15.86,81.27,29.77,1
12.99,342.94,44.62,1
22.15,58.03,42.71,0
30.01,182.23,18.26,0
77.89,319.7,14.65,1
47.07,291.96,49.56,1
2.2,153.95,17.27,0
2.55,141.69,31.81,1
32.26,75.0,7.35,0
25.29,230.09,5.37,0
33.01,261.3,25.2,1
30.03,153.83,21.07,1
101.5,237.62,36.38,1
69.94,539.81,15.24,1
23.15,69.15,28.52,0
35.48,189.85,35.32,1
28.09,229.93,15.62,0
4.26,36.98,19.89,0
24.07,59.32,11.81,0
24.35,98.16,37.1,0
20.04,98.0,32.77,0
23.48,93.72,34.13,0
28.54,108.43,21.02,1
49.9,131.26,32.46,1
21.46,144.09,3.0,0
85.94,150.03,22.12,1
15.69,116.83,54.14,1
76.13,194.94,24.06,1
44.25,136.49,41.38,1
11.92,166.1,21.09,0
27.95,290.24,48.02,1
104.1,148.82,14.62,1
15.96,76.49,30.55,1
106.09,292.38,16.43,1
50.92,193.53,27.84,0
44.81,239.79,17.32,1
48.8,227.94,24.0,1
27.38,106.7,18.85,0
16.6,290.51,34.63,1
36.72,314.51,31.26,1
46.02,107.92,16.08,1
52.62,305.23,15.8,1
51.14,319.16,13.85,1
60.8,384.9,12.18,1
133.76,315.07,35.92,1
43.19,140.52,13.36,1
82.9,158.74,29.15,1
54.01,151.37,17.9,1
143.22,192.79,40.73,1
38.66,194.84,55.0,1
35.51,143.96,2.34,0
79.38,122.37,14.51,1
79.44,156.42,17.72,1
29.23,269.91,21.44,0
52.62,210.56,20.68,1
61.24,132.42,10.35,1
58.84,378.09,55.0,1
48.85,194.24,21.12,1
6.66,60.16,31.19,0
59.44,157.13,31.72,1
61.4,102.22,8.83,0
50.29,323.93,19.49,1
26.71,225.48,35.92,1
97.19,170.46,49.69,1
16.32,43.56,19.73,0
80.43,277.29,9.97,1
16.13,158.66,16.83,0
73.76,323.68,19.23,1
16.81,36.67,18.8,0
70.82,256.38,13.86,1
111.9,227.95,9.26,1
112.18,508.95,11.74,1
96.06,146.56,16.91,1
38.48,247.98,35.59,1
23.15,211.5,43.13,0
33.94,76.39,25.52,0
76.32,176.75,11.95,1
58.79,231.92,17.5,1
151.8,225.3,5.56,1
25.1,100.09,50.21,1
117.02,341.12,15.89,1
36.05,380.85,29.74,1
16.07,228.78,41.5,1
47.66,92.84,55.0,1
57.73,68.21,37.75,1
90.13,146.02,18.74,1
25.02,209.49,31.99,0
47.65,245.68,55.0,1
39.0,133.16,15.79,0
29.15,84.4,8.94,0
109.12,209.0,13.93,1
58.32,90.46,30.81,1
3.72,9.18,19.02,0
48.23,196.71,22.72,1
8.48,146.73,33.71,0
44.76,97.4,13.73,0
10.09,225.06,22.08,1
58.51,184.4,17.32,1
8.34,77.49,55.0,0
16.91,169.1,37.11,1
68.07,458.98,19.1,1
38.49,72.34,18.47,0
11.07,418.91,55.0,1
104.56,229.5,55.0,1
27.76,202.36,30.69,1
31.63,214.4,23.34,1
33.93,104.62,10.47,0
61.96,154.73,14.0,1
29.53,294.76,9.95,0
34.99,329.1,42.4,1
84.25,192.93,10.58,1
77.21,430.12,18.33,1
33.34,149.69,6.39,0
34.25,236.51,8.33,1
2.07,76.87,34.57,0
44.17,238.32,28.1,1
69.87,172.77,23.83,1
28.28,484.73,18.53,1
94.26,252.06,7.59,1
7.34,336.56,17.06,0
17.98,158.82,21.3,0
89.27,215.66,33.28,1
67.96,206.58,41.13,1
6.85,384.61,35.17,1
8.44,98.35,28.0,1
59.16,504.56,23.62,1
50.71,272.71,26.45,1
31.21,397.64,16.37,1
92.08,147.73,24.8,1
22.13,221.5,21.23,0
4.0,275.86,55.0,1
61.94,338.22,26.83,1
71.86,271.09,5.21,1
23.25,120.9,17.94,1
13.67,107.05,19.88,0
4.27,93.79,37.8,0
37.93,189.95,28.78,0
48.88,185.99,27.97,1
75.52,175.97,47.23,1
51.09,162.49,55.0,1
24.82,152.31,34.54,1
44.18,67.76,18.77,0
78.16,181.94,19.12,1
48.41,133.71,1.43,1
70.51,124.22,43.96,1
14.31,70.61,19.08,0
60.26,162.86,22.7,0
51.15,207.4,17.71,1
29.28,191.49,11.82,0
79.15,255.26,55.0,1
132.65,295.0,22.79,1
6.59,98.49,50.9,0
30.46,86.58,19.24,0
35.86,102.05,15.88,0
37.96,156.23,32.93,0
22.59,160.83,41.03,0
8.1,216.96,42.48,1
31.75,309.49,21.14,1
36.08,132.18,34.84,1
29.6,170.85,16.96,0
36.74,217.84,24.61,1
44.96,172.71,19.95,1
32.69,100.29,18.18,0
22.37,98.26,25.2,1
36.9,255.66,11.62,1
47.53,148.14,39.21,1
39.43,146.69,18.23,0
138.52,160.54,38.19,1
50.03,302.05,13.24,1
38.1,222.47,18.19,1
19.67,63.65,11.59,0
20.08,190.89,11.31,0
29.66,207.73,14.37,0
30.39,357.28,13.37,1
29.48,100.89,11.65,0
51.6,216.64,23.66,1
77.41,164.54,32.58,1
62.09,146.42,33.52,1
57.1,349.17,7.18,1
17.81,237.57,19.87,0
85.34,129.96,18.71,1
19.3,58.9,47.69,1
46.68,221.39,20.33,1
54.66,168.0,22.53,1
87.03,152.11,9.09,1
122.26,298.97,14.13,1
28.67,192.02,8.71,0
43.88,169.75,24.53,1
81.73,215.27,48.51,1
129.22,197.98,14.44,1
31.18,193.74,20.42,0
18.62,376.05,13.42,1
11.05,62.32,16.14,1
6.96,222.38,24.83,0
21.43,80.53,55.0,1
71.02,263.75,47.22,1
73.89,185.35,54.77,1
50.02,245.67,38.38,1
30.1,83.74,20.26,0
51.71,62.99,18.65,0
39.89,176.77,14.49,0
31.24,237.78,3.54,1
48.37,188.51,20.07,1
29.07,212.37,48.89,1
48.2,140.67,48.59,1
53.8,239.94,55.0,1
63.35,353.58,25.89,1
8.45,100.07,10.47,0
86.12,267.67,31.39,1
36.06,111.85,55.0,1
123.16,431.3,52.37,1
71.35,116.3,17.4,1
19.1,177.12,11.13,1
57.76,185.65,10.93,1
81.92,174.04,15.07,1
32.46,122.49,16.5,1
17.87,138.85,19.38,1
15.32,298.21,33.72,1
10.72,156.7,18.98,0
4.59,35.17,23.98,0
36.6,75.72,8.29,0
16.04,161.62,14.51,0
23.27,252.39,14.09,1
125.09,195.42,7.34,1
53.98,194.44,18.7,1
18.6,249.75,8.33,0
163.67,317.74,17.92,1
47.92,180.04,25.05,1
154.36,255.48,49.34,1
105.81,217.49,13.65,1
49.14,236.37,24.65,1
36.37,237.51,15.72,1
70.36,269.29,8.02,1
46.12,123.87,49.65,0
27.16,42.33,25.71,0
25.82,119.53,30.5,1
78.21,290.8,54.05,1
18.56,338.64,17.87,1
77.46,139.31,10.11,1
40.7,222.04,13.52,1
8.82,90.23,9.5,0
81.73,352.96,42.31,1
18.99,229.59,55.0,1
21.29,172.9,24.9,1
33.66,192.17,34.24,0
37.96,292.57,39.27,1
49.37,82.17,55.0,1
78.86,196.54,55.0,1
77.07,133.1,6.14,1
25.17,182.01,16.0,0
25.86,163.71,23.3,0
73.14,224.55,14.81,1
16.15,66.24,19.67,1
40.69,271.09,29.4,1
100.64,293.62,4.34,1
28.33,120.17,28.96,1
10.54,212.49,38.57,1
19.0,40.14,23.6,1
20.08,77.33,3.84,0
17.63,138.17,18.7,0
32.42,134.76,27.8,0
152.38,416.01,40.08,1
56.67,241.92,36.96,1
34.91,331.3,21.77,1
37.26,81.32,15.36,0
22.4,124.13,22.37,0
37.15,92.16,6.84,1
97.69,249.73,16.3,1
41.72,85.88,44.16,1
76.74,216.53,22.33,1
69.86,92.16,28.47,1
147.8,222.45,9.23,1
68.98,272.49,39.93,1
141.13,262.47,21.12,1
80.71,118.71,27.93,0
49.39,272.09,31.41,1
20.8,245.62,39.13,1
76.43,273.33,25.55,1
80.93,171.65,21.41,1
82.41,255.89,10.66,1
1.76,238.33,8.65,1
27.75,141.52,25.26,0
56.15,173.25,28.03,1
29.47,160.96,30.66,1
25.69,224.3,13.7,1
22.33,165.64,16.39,0
9.12,189.76,25.0,0
54.02,164.21,17.66,1
24.25,132.73,55.0,0
28.38,212.93,16.18,1
34.91,117.68,29.12,1
60.41,122.96,36.35,1
48.42,128.68,37.58,1
46.79,152.25,17.48,0
3.72,129.92,31.49,0
77.77,168.81,29.34,1
118.21,215.88,32.25,1
45.85,201.99,24.81,0
15.63,89.73,36.49,1
26.25,221.16,26.51,1
16.28,84.16,9.82,0
109.05,233.25,26.06,1
28.25,147.55,27.82,0
47.42,309.99,35.09,1
33.82,145.05,25.27,0
58.44,269.42,55.0,1
19.63,204.43,21.86,0
46.06,133.48,16.93,1
28.47,278.14,47.3,1
84.91,175.15,21.51,1
4.23,107.15,23.95,0
31.05,194.56,27.82,1
79.43,176.23,26.52,1
73.16,118.2,32.11,1
9.83,113.82,33.96,0
67.69,170.6,16.02,1
18.05,83.1,11.26,0
23.01,146.32,12.15,0
76.46,201.45,44.49,1
30.54,187.28,20.48,0
9.15,66.38,36.17,0
14.21,73.86,34.47,0
41.05,239.63,23.94,1
29.74,96.53,13.57,0
29.3,174.6,34.93,1
57.72,166.38,23.48,1
50.47,127.5,10.79,1
31.46,292.12,17.75,1
74.02,200.14,8.17,1
58.07,142.71,18.26,0
48.3,87.08,24.66,1
26.07,203.54,22.06,1
82.16,148.55,20.54,1
29.02,277.09,24.51,1
31.17,149.02,31.04,0
110.69,558.31,37.75,1
18.93,121.75,40.55,1
18.71,83.34,14.92,1
32.13,159.74,42.72,1
15.5,97.98,23.5,0
15.87,41.11,19.23,0
108.56,311.89,12.39,1
31.73,179.19,3.59,0
49.47,122.3,29.85,1
10.8,67.58,29.22,0
17.53,79.08,16.79,1
118.64,242.31,17.09,1
15.63,360.06,21.59,1
50.6,158.16,19.03,1
1.54,38.79,14.5,0
10.0,75.92,11.52,0
31.33,164.15,42.98,1
72.46,146.57,17.7,1
39.35,89.28,29.12,0
33.56,143.32,32.33,1
61.41,127.17,29.93,1
45.57,183.04,33.3,1
7.44,147.13,29.75,1
37.43,202.93,15.84,1
26.53,208.83,19.67,1
32.6,104.09,42.36,1
25.91,227.17,17.39,1
37.81,133.84,23.52,0
51.86,82.09,31.12,1
12.15,200.27,50.75,0
21.67,280.14,40.32,1
60.01,165.84,13.23,0
65.4,272.95,28.61,1
98.36,209.13,26.79,1
39.95,123.23,19.77,0
20.63,132.49,23.91,1
21.99,141.2,15.74,0
38.99,172.14,21.36,1
17.47,116.6,17.49,0
93.85,277.35,24.94,1
25.77,186.25,19.35,1
85.09,146.56,52.84,1
15.48,102.83,25.41,0
32.7,210.5,22.72,0
28.94,138.19,20.71,0
10.49,84.87,19.38,0
30.75,137.73,10.8,0
45.44,88.77,36.12,1
3.85,242.6,47.33,1
55.33,177.03,17.33,0
48.32,130.69,42.24,1
37.14,78.99,55.0,0
63.36,368.51,55.0,1
66.43,105.53,46.21,1
187.29,338.22,11.68,1
9.96,109.43,11.59,0
103.24,210.25,33.21,1
74.99,189.75,23.65,1
48.29,133.01,5.85,0
15.76,135.54,18.52,0
27.28,157.87,32.41,0
24.23,195.53,21.54,1
34.27,195.03,23.72,1
61.63,123.78,11.58,1
90.4,160.88,18.38,1
123.21,324.85,33.28,1
27.46,118.93,17.86,0
42.86,188.68,44.07,1
18.53,244.23,24.02,0
77.37,201.29,29.79,1
50.55,110.91,32.88,0
31.86,93.01,32.16,1
9.34,108.46,13.0,0
43.3,142.63,14.44,0
46.71,101.04,5.77,0
6.63,74.61,19.63,0
12.34,174.28,13.78,0
42.52,246.18,17.54,1
116.13,209.3,20.81,1
82.97,92.62,25.8,1
32.57,187.02,21.73,0
28.85,63.51,21.5,0
21.12,66.45,28.51,0
19.3,124.89,23.13,1
30.54,262.76,37.55,1
139.44,315.39,23.17,1
28.68,194.4,50.92,1
37.84,144.13,12.67,0
13.18,64.29,19.43,0
56.85,269.97,15.91,1
37.35,89.64,26.35,0
27.34,170.94,12.67,0
16.26,144.98,9.29,0
20.12,67.87,14.18,0
25.89,59.68,9.72,0
27.23,192.78,20.97,1
16.11,134.19,25.76,0
34.76,247.08,8.39,0
44.05,183.78,18.74,0
64.12,193.96,40.26,1
111.87,137.66,46.54,1
6.45,134.02,34.72,1
48.97,159.55,4.24,0
29.78,170.61,24.48,1
4.51,115.17,42.78,1
22.42,131.32,17.65,1
59.52,164.3,10.91,1
54.16,131.1,41.08,1
41.04,205.37,44.32,1
20.55,452.53,23.04,1
92.68,142.6,10.98,1
14.37,77.7,7.69,0
27.65,191.59,27.83,1
31.74,129.01,15.99,1
35.29,121.0,22.23,1
156.77,190.72,20.91,1
105.75,171.71,13.72,1
52.93,111.82,7.41,0
37.56,72.9,17.93,0
37.24,234.04,25.01,1
62.61,186.66,25.66,0
80.95,489.51,15.39,1
14.06,146.03,43.84,1
112.57,165.53,11.68,1
51.07,190.37,3.47,1
24.15,180.87,38.57,1
33.74,114.75,24.57,0
53.05,206.96,18.02,1
54.9,206.62,29.83,1
16.35,85.0,20.2,0
36.14,206.6,9.21,0
43.95,179.83,11.15,0
81.79,198.98,19.46,1
87.83,212.13,16.66,1
12.56,65.14,38.09,0
38.99,282.65,16.21,1
23.1,119.47,15.62,0
52.18,142.68,14.43,0
151.61,294.03,13.7,1
75.34,450.25,13.97,1
55.52,230.01,10.11,1
66.78,164.15,25.14,1
100.75,242.14,21.18,1
70.78,211.66,20.68,1
14.68,131.36,8.01,0
118.22,172.43,28.44,1
41.92,219.47,30.0,1
50.7,137.49,49.61,1
87.76,160.16,29.12,1
146.82,239.27,54.98,1
27.56,232.04,15.17,0
84.53,170.18,51.04,1
26.22,135.85,29.63,1
47.72,370.5,27.62,1
10.54,99.6,20.38,0
26.34,133.56,17.98,1
46.0,161.6,15.87,1
57.66,146.2,51.97,1
55.37,161.79,20.01,0
77.31,201.19,29.92,1
29.53,115.52,33.52,0
36.52,69.08,33.26,1
37.88,81.55,25.21,0
31.27,144.35,50.54,1
18.94,282.09,28.65,0
42.13,138.37,15.63,1
68.88,203.33,18.47,1
49.95,262.99,8.31,1
28.3,181.05,26.73,1
42.74,157.8,31.29,1
26.94,134.42,32.76,0
58.69,134.2,29.63,0
70.44,245.29,20.42,1
71.6,277.53,22.63,1
33.7,40.19,22.67,1
27.4,202.97,38.17,1
77.31,235.34,6.25,1
31.75,124.04,17.27,0
42.24,117.94,12.12,0
49.58,196.17,55.0,1
39.72,83.2,42.22,1
64.58,158.78,17.7,1
11.74,145.94,9.44,0
54.96,284.26,11.17,1
21.23,300.44,37.89,0
29.13,87.09,8.15,0
45.24,185.82,22.84,1
9.06,124.33,34.61,1
35.09,197.99,10.49,1
30.73,135.71,22.7,1
36.54,204.66,17.87,1
29.44,161.94,16.53,0
42.44,123.44,14.91,0
26.17,195.2,36.15,0
38.61,145.06,47.02,1
45.16,165.45,19.51,1
79.19,144.21,27.69,0
90.89,189.34,22.99,1
12.7,239.49,6.83,0
83.3,166.05,19.07,1
18.84,298.93,5.92,0
38.84,161.8,17.01,1
9.69,146.21,22.35,1
5.54,78.78,33.12,1
145.87,321.01,26.34,1
39.61,80.93,36.65,1
33.46,133.49,13.49,0
48.97,122.52,43.87,1
34.06,81.13,47.04,1
69.87,232.65,5.71,1
47.04,149.58,7.83,0
62.37,182.51,22.05,1
21.41,97.2,16.27,0
11.07,193.5,17.78,0
75.26,207.17,26.2,1
50.47,300.39,37.44,1
14.71,93.36,13.05,0
14.93,93.27,40.79,0
43.11,197.05,14.75,0
59.07,323.16,55.0,1
18.73,104.5,44.03,0
103.97,125.46,15.67,1
64.41,116.38,9.58,0
78.84,305.63,15.45,1
42.32,139.77,14.2,0
39.78,335.02,30.92,1
13.55,71.24,5.82,0
21.57,176.13,7.9,0
36.22,192.61,30.45,0
51.39,94.89,13.84,0
45.11,89.32,17.14,1
6.64,106.26,34.52,0
17.85,180.26,38.34,1
47.21,190.55,42.9,1
52.31,157.22,32.97,1
29.05,131.69,20.03,0
60.68,87.56,19.08,1
60.06,126.87,17.82,1
139.61,177.55,10.52,1
39.98,181.58,12.73,1
28.2,80.43,39.93,1
18.83,243.58,14.69,0
11.99,132.06,10.56,0
58.34,123.76,41.71,1
53.97,258.77,25.32,1
13.44,62.09,4.79,0
58.61,108.08,52.58,1
43.98,107.83,49.61,1
31.52,237.02,11.16,1
6.07,302.79,21.23,0
53.6,91.6,12.15,0
113.36,595.74,12.08,1
20.91,186.39,17.51,1
44.04,131.82,31.42,1
56.59,213.49,31.52,1
3.4,211.3,29.42,0
18.16,84.45,20.0,0
10.28,218.86,32.44,1
112.92,228.04,10.46,1
3.18,40.68,25.55,0
31.41,195.83,22.75,1
47.66,304.11,19.31,1
20.77,168.03,26.1,0
4.07,60.37,5.43,0
32.43,181.03,12.29,1
20.48,154.89,30.05,0
51.45,207.77,22.42,1
65.09,100.82,8.4,1
13.54,52.85,22.13,0
22.31,103.74,16.36,1
23.25,209.73,40.47,1
64.44,234.93,10.95,1
40.53,239.09,11.21,0
14.05,172.05,27.96,0
78.77,257.85,20.46,1
20.72,154.64,19.9,1
25.57,130.91,55.0,1
17.17,184.45,32.01,1
42.83,95.36,18.46,1
29.03,91.44,7.69,0
94.64,143.25,17.85,1
40.94,169.26,10.24,1
18.1,71.22,12.79,0
37.71,57.33,13.06,0
103.63,146.69,38.74,1
12.58,269.27,8.88,1
53.56,182.65,36.66,1
6.16,210.8,28.66,1
90.24,128.8,28.43,1
26.11,179.9,12.47,0
17.66,67.29,34.04,0
99.47,250.65,11.57,1
35.85,52.7,47.45,1
36.9,235.42,39.24,1
26.43,191.38,51.85,1
27.36,148.14,22.82,0
5.45,254.4,20.45,0
53.0,239.24,17.57,1
10.35,80.91,55.0,0
71.55,122.8,31.26,1
14.86,405.46,10.32,0
39.5,113.07,44.51,1
22.96,130.89,20.0,0
26.42,86.84,3.42,0
30.66,211.09,14.17,1
47.26,111.99,39.22,1
97.57,215.1,28.72,1
25.9,173.82,31.9,1
4.37,81.97,44.27,1
83.82,230.54,6.8,1
58.79,341.64,14.28,1
14.33,147.97,23.12,0
12.05,184.01,39.86,0
48.82,140.48,11.52,1
42.86,129.62,18.39,0
113.9,163.17,22.28,1
53.37,180.07,13.84,1
21.76,227.9,22.14,1
17.75,184.51,20.39,0
38.53,124.89,16.12,0
5.78,102.99,34.0,0
8.42,293.55,30.7,0
12.77,168.07,34.83,1
21.29,204.3,36.51,1
35.41,231.36,50.32,1
55.9,144.92,8.19,0
87.2,169.59,8.83,1
76.15,164.08,32.42,1
68.19,149.27,17.03,0
25.6,278.54,15.76,1
18.19,122.8,14.34,0
48.1,280.66,35.49,1
50.33,157.13,55.0,1
14.05,124.94,36.41,1
30.55,60.17,16.57,0
16.91,101.72,34.51,1
8.08,264.92,8.64,0
45.5,296.87,2.88,0
67.27,150.7,19.57,0
107.01,128.09,6.81,1
32.4,94.15,17.05,0
6.51,89.43,24.57,0
119.71,203.0,55.0,1
126.78,210.04,41.6,1
204.48,323.44,6.91,1
152.7,209.94,7.39,1
43.54,152.19,13.9,1
36.67,175.27,55.0,1
62.45,149.86,7.13,0
9.81,132.29,14.41,0
20.3,301.06,14.36,0
32.76,203.72,27.93,1
78.09,235.0,35.0,1
80.49,172.63,30.86,1
34.21,115.09,25.76,1
10.86,123.34,8.4,0
66.46,221.4,23.51,1
10.11,142.97,44.96,1
23.44,148.57,53.19,1
43.31,230.19,27.51,1
8.95,158.71,6.95,0
19.2,199.5,27.77,0
73.6,138.27,20.35,1
